Company Name,Company Event URL,Location,Company Description,Booth Number,Booth Schedule,Creation,Employees,Industry Type,City,Fundraising Amount,Official Website,Development Level,Looking For,Type of Company(Startup or Not),HashTags,LinkedIN,Instagram
logitech-g,https://vivatechnology.com/partners/logitech-g,Switzerland,"Logitech G, a brand of Logitech, is a global leader dedicated to serving the needs of Gamers and Creators with award-winning hardware, software, and solutions. Logitech G’s industry-leading products include keyboards, mice, headsets, mousepads, simulation products such as wheels and flight sticks, webcams, lights, microphones, and specialized furniture solutions—all made possible through innovative design, advanced technologies and a deep passion for gaming and creator communities.

Logitech helps all people pursue their passions and is committed to doing so in a way that is good for people and the planet. Founded in 1981 and headquartered in Lausanne, Switzerland, Logitech International is a Swiss public company listed on the SIX Swiss Exchange (LOGN) and on the Nasdaq Global Select Market (LOGI). Find Logitech G at logitechG.com.",Booth B38-028,"(Wed, Thu, Fri, Sat)",,,Information technologies,Lausanne,,,Stable Business,"['""None""']",startup,"Diversity & Inclusion, Cloud & Infrastructure, Artificial Intelligence",https://www.linkedin.com/company/logitech,@logitechg
outmind,https://vivatechnology.com/partners/outmind,France,Outmind is an AI-powered Knowledge Management Solution that enables employees to efficiently access any relevant information from their various internal tools by simply searching or asking questions in natural language. This streamlined approach promotes enhanced productivity and smarter decision-making across the organization.,Booth,,2019,15-30,Software Development/Cloud services,Paris,2500000,https://www.outmind.ai/,Growth \u0026 Scale,"['""None', 'Talents""']",startup,"Artificial Intelligence, HR & Future of Work, Data Management & CRM",,
the-good-hack,https://vivatechnology.com/partners/the-good-hack,France,"AI is reshaping industries globally, and we're delving into its ethical implications and real-world impact. How can AI be developed ethically? What are the main challenges of AI? What are the best practices for making the most of it? Join the conversation with our second edition of The Good Hack, the world’s biggest ideation marathon dedicated to thinking together for social and environmental progress. This year we are exploring the responsible development and deployment of Artificial Intelligence, recognizing its potential to address societal challenges. Head to the Impact Bridge, meet the orange-shirt coaches and show us how AI can impact our lives for the better !",passerelle Booth 008,,,,Other,,,,,,,"Artificial Intelligence, HR & Future of Work, Climate Tech, Education",,
trawa,https://vivatechnology.com/partners/trawa,Germany,,Booth,,,,,,,,,,startup,,,
kolecto,https://vivatechnology.com/partners/kolecto,France,"Save 5 hours per week with Kolecto, the tool that simplifies administrative and financial tasks for small and medium-sized businesses, in compliance with future e-invoicing regulations.",Booth D39-011,(Wed),,,Banking/Finance/Insurance/Legal,Paris,,https://www.kolecto.fr/,Growth \u0026 Scale,"['""None""']",startup,"Fintech, Insurance & Legal, Artificial Intelligence, B2B Services",https://www.linkedin.com/company/kolecto,
diadeep,https://vivatechnology.com/partners/diadeep,France,"DiaDeep offers prognosis prediction solutions for melanoma and breast cancer based on artificial intelligence and histology slides. With our solutions, pathologists and oncologists gain access to accurate prognostic information in real-time, enabling access to precision diagnostics for a larger number of cancer patients.

By analysing tumor slide images, our technology predicts cancer patients' prognosis. This makes it easier for practitioners to define the best personalised treatment approach. 

DiaDeep aims to make precision medicine more accessible and widely available, reducing the time for molecular oncology tests.",hall1 Booth L26-003,"(Wed, Thu, Fri, Sat)",2022,5-15,Health,Lyon,1M,,Going to market,"['""Funding""']",startup,"Artificial Intelligence, Healthcare & Wellness, Cloud & Infrastructure",https://www.linkedin.com/company/86594741/admin/feed/posts/,
styly-inc,https://vivatechnology.com/partners/styly-inc,Japan,"STYLY, Inc.: At the forefront of the spatial computing revolution, we’re pioneering an era where digital and physical realities converge. 
Our platform is the canvas for creators to craft immersive 3D narratives and interactive experiences that resonate on a global scale. With precise AR content alignment and wide-area distribution, we empower businesses to tell their stories in a way that’s never been possible before. 
Our ecosystem is designed for the future, enabling seamless integration of AR/MR technologies into everyday life, transforming how we interact with the world around us. We’re not just creating content; we’re building connections, shaping a new dimension of immersive storytelling where every interaction is an opportunity for innovation. 
Join us in this journey to redefine reality and unlock the limitless potential of spatial computing.",Booth K40-021,"(Wed, Thu, Fri, Sat)",2016,30-50,Information technologies,TOKYO,15M,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"XR & Metaverse, Entertainment & Creators Economy, Luxury, Fashion & Cosmetics",https://www.linkedin.com/company/69185131/admin/feed/posts/,https://www.instagram.com/styly.global/?hl=en
instudent-group,https://vivatechnology.com/partners/instudent-group,Australia,,Booth K15-008,"(Wed, Thu, Fri, Sat)",,,HR/Training/Education,Melbourne,,https://instudentgroup.com/,Stable Business,"['""None""']",startup,"Education, Retail & E-commerce",,
vvr-co-ltd,https://vivatechnology.com/partners/vvr-co-ltd,South Korea,"[Company Info]
VVR is revolutionizing education through immersive reality. Our vision is firmly set on transforming lifestyles through the innovative use of technology. VVR is relentlessly committed to transforming the conventional, two-dimensional educational landscape into an immersive and engaging virtual reality experience, perfectly suited for today’s digital age.


[Product Info]
SPODY, blending sports with study, is XR system for interactive learning on large screens. It combines play and education, making learning enjoyable through interactive activities across various domains, fostering a dynamic and creative experience beyond traditional classes.

NEUSPO, our XR system for older adults, aims to boost cognitive skills and physical wellness, using XR technology to improve cognitive function and maintain physical health, enabling seniors to lead a healthier lifestyle.",Booth H47-016,"(Wed, Thu, Fri, Sat)",2015,5-15,HR/Training/Education,Seoul,"1,022,000",,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"XR & Metaverse, Education, Healthcare & Wellness",https://www.linkedin.com/in/vvr-co-ltd-38522a294/,https://www.instagram.com/vrgate_vvr/
vivatechnology.com#main-content,https://vivatechnology.com/partners/vivatechnology.com#main-content,,,,,,,,,,,,,text/javascript,,,
sonceboz,https://vivatechnology.com/partners/sonceboz,Switzerland,"Sonceboz, a Swiss technology company, is leader in the design and manufacture of mechatronic solutions. Our goal is to create innovative, reliable, safe and environmentally friendly systems. We anticipate and innovate to create solutions that improve energy efficiency, safety and comfort. Our expertise, from advanced research to production, brings a sustainable competitive advantage to our customers, technological leaders in their fields. We share with them an ambition for quality and a vocation for excellence to create global benchmarks in targeted applications. We have consistently pushed the boundaries of what is possible by developing groundbreaking solutions. We are driving positive change through innovation and our Open Innovation Cell, I3. This interdisciplinary hub is scouting new application fields and business models. I3 serves as a catalyst for innovation, driving our mission to create meaningful impact in society.",Booth B38-024,"(Wed, Thu, Fri, Sat)",,,Mobility/Transportation,Sonceboz,,,Stable Business,"['""None""']",startup,"Artificial Intelligence, Mobility & Smart City, Robotics",https://www.linkedin.com/company/sonceboz-sa/,
naarea,https://vivatechnology.com/partners/naarea,France,"NAAREA is developing the XAMR, a nuclear micro-generator producing both electricity and high-temperature heat by using long-lived actinides coming from the reprocessing of nuclear spent fuel. The XAMRs are designed to be mass-produced and to be located next to industrial sites with high electricity consumption. NAAREA is a winner of the “Innovative Nuclear Reactors” call for proposals under the France 2030 investment plan and a beneficiary of the French Tech 2030 support program.",Booth J33-003,"(Wed, Thu, Fri, Sat)",2020,100,Energy,NANTERRE,60M,www.naarea.fe,Conception stage,"['""Funding', 'Talents""']",startup,"Cloud & Infrastructure, DeepTech, Industry, Logistics & Supply Chain",https://www.linkedin.com/company/naarea,
